accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR12538610	SRP279131	new	PRJNA659851	SAMN15928843	S0422	BGT_GA03_GP13_282	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0422.R1.fastq.gz	S0422.R2.fastq.gz				
SRR12538609	SRP279131	new	PRJNA659851	SAMN15928844	S0423	BGT_GA03_GP13_283	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0423.R1.fastq.gz	S0423.R2.fastq.gz				
SRR12538608	SRP279131	new	PRJNA659851	SAMN15928845	S0424	BGT_GA03_GP13_284	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0424.R1.fastq.gz	S0424.R2.fastq.gz				
SRR12538607	SRP279131	new	PRJNA659851	SAMN15928846	S0425	BGT_GA03_GP13_285	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0425.R1.fastq.gz	S0425.R2.fastq.gz				
SRR12538606	SRP279131	new	PRJNA659851	SAMN15928847	S0426	BGT_GA03_GP13_286	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0426.R1.fastq.gz	S0426.R2.fastq.gz				
SRR12538605	SRP279131	new	PRJNA659851	SAMN15928848	S0427	BGT_GA03_GP13_287	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0427.R1.fastq.gz	S0427.R2.fastq.gz				
SRR12538604	SRP279131	new	PRJNA659851	SAMN15928849	S0428	BGT_GA03_GP13_288	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0428.R1.fastq.gz	S0428.R2.fastq.gz				
SRR12538603	SRP279131	new	PRJNA659851	SAMN15928850	S0429	BGT_GA03_GP13_289	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0429.R1.fastq.gz	S0429.R2.fastq.gz				
SRR12538602	SRP279131	new	PRJNA659851	SAMN15928851	S0430	BGT_GA03_GP13_290	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0430.R1.fastq.gz	S0430.R2.fastq.gz				
SRR12538577	SRP279131	new	PRJNA659851	SAMN15928852	S0431	BGT_GA03_GP13_291	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0431.R1.fastq.gz	S0431.R2.fastq.gz				
SRR12538576	SRP279131	new	PRJNA659851	SAMN15928853	S0432	BGT_GA03_GP13_292	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0432.R1.fastq.gz	S0432.R2.fastq.gz				
SRR12538575	SRP279131	new	PRJNA659851	SAMN15928854	S0433	BGT_GA03_GP13_293	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0433.R1.fastq.gz	S0433.R2.fastq.gz				
SRR12538574	SRP279131	new	PRJNA659851	SAMN15928855	S0434	BGT_GA03_GP13_294	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0434.R1.fastq.gz	S0434.R2.fastq.gz				
SRR12538573	SRP279131	new	PRJNA659851	SAMN15928856	S0435	BGT_GA03_GP13_295	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0435.R1.fastq.gz	S0435.R2.fastq.gz				
SRR12538572	SRP279131	new	PRJNA659851	SAMN15928857	S0436	BGT_GA03_GP13_296	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0436.R1.fastq.gz	S0436.R2.fastq.gz				
SRR12538571	SRP279131	new	PRJNA659851	SAMN15928858	S0437	BGT_GA03_GP13_297	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0437.R1.fastq.gz	S0437.R2.fastq.gz				
SRR12538570	SRP279131	new	PRJNA659851	SAMN15928859	S0438	BGT_GA03_GP13_298	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0438.R1.fastq.gz	S0438.R2.fastq.gz				
SRR12538569	SRP279131	new	PRJNA659851	SAMN15928860	S0439	BGT_GA03_GP13_299	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0439.R1.fastq.gz	S0439.R2.fastq.gz				
SRR12538568	SRP279131	new	PRJNA659851	SAMN15928861	S0440	BGT_GA03_GP13_300	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0440.R1.fastq.gz	S0440.R2.fastq.gz				
SRR12538565	SRP279131	new	PRJNA659851	SAMN15928862	S0441	BGT_GA03_GP13_301	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0441.R1.fastq.gz	S0441.R2.fastq.gz				
SRR12538564	SRP279131	new	PRJNA659851	SAMN15928863	S0443	BGT_GA03_GP13_302	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0443.R1.fastq.gz	S0443.R2.fastq.gz				
SRR12538563	SRP279131	new	PRJNA659851	SAMN15928864	S0444	BGT_GA03_GP13_303	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0444.R1.fastq.gz	S0444.R2.fastq.gz				
SRR12538562	SRP279131	new	PRJNA659851	SAMN15928865	S0445	BGT_GA03_GP13_304	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0445.R1.fastq.gz	S0445.R2.fastq.gz				
